-34.393446,-58.522747,REY20927
-34.413483,-58.531963,REY22898
-34.431055,-58.543316,REY19003
-34.39346,-58.522744,REY20927
-34.431068,-58.543287,REY19003
-34.413503,-58.531986,REY22898
-34.393474,-58.522742,REY20927
-34.413522,-58.532009,REY22898
-34.431082,-58.543259,REY19003
-34.393488,-58.522739,REY20927
-34.431095,-58.543231,REY19003
-34.413541,-58.53203,REY22898
-34.393502,-58.522736,REY20927
-34.413561,-58.532053,REY22898
-34.431107,-58.543204,REY19003
-34.393516,-58.522734,REY20927
-34.413579,-58.532076,REY22898
-34.431119,-58.543177,REY19003
-34.39353,-58.522731,REY20927
-34.431132,-58.54315,REY19003
-34.413616,-58.532119,REY22898
-34.393544,-58.522728,REY20927
-34.413634,-58.532139,REY22898
-34.431144,-58.543121,REY19003
-34.393572,-58.522723,REY20927
-34.413652,-58.532162,REY22898
-34.431157,-58.543094,REY19003
-34.393586,-58.52272,REY20927
-34.413671,-58.532185,REY22898
-34.431171,-58.543066,REY19003
-34.393599,-58.522717,REY20927
-34.413691,-58.532208,REY22898
-34.431185,-58.543038,REY19003
-34.393613,-58.522714,REY20927
-34.431198,-58.543009,REY19003
-34.413711,-58.53223,REY22898
-34.393627,-58.522711,REY20927
-34.413729,-58.532253,REY22898
-34.43121,-58.542982,REY19003
-34.39364,-58.522708,REY20927
-34.413748,-58.532273,REY22898
-34.431221,-58.542954,REY19003
-34.393654,-58.522705,REY20927
-34.413767,-58.532292,REY22898
-34.431231,-58.542924,REY19003
-34.393668,-58.522702,REY20927
-34.431254,-58.542866,REY19003
-34.413787,-58.532312,REY22898
-34.393682,-58.522699,REY20927
-34.431266,-58.542837,REY19003
-34.413806,-58.532334,REY22898
-34.393696,-58.522696,REY20927
-34.431277,-58.542808,REY19003
-34.413825,-58.532356,REY22898
-34.39371,-58.522692,REY20927
-34.431289,-58.542778,REY19003
-34.413846,-58.532378,REY22898
-34.393724,-58.522689,REY20927
-34.413866,-58.532399,REY22898
-34.431301,-58.542749,REY19003
-34.393738,-58.522686,REY20927
-34.431313,-58.542719,REY19003
-34.413886,-58.53242,REY22898
-34.393752,-58.522683,REY20927
-34.431325,-58.54269,REY19003
-34.413906,-58.532442,REY22898
-34.393766,-58.522679,REY20927
-34.431338,-58.542662,REY19003
-34.413926,-58.532463,REY22898
-34.39378,-58.522676,REY20927
-34.413965,-58.532506,REY22898
-34.43135,-58.542634,REY19003
-34.393794,-58.522672,REY20927
-34.413985,-58.532526,REY22898
-34.431362,-58.542605,REY19003
-34.393823,-58.522665,REY20927
-34.431376,-58.542576,REY19003
-34.414005,-58.532546,REY22898
-34.393837,-58.522661,REY20927
-34.431388,-58.542549,REY19003
-34.414025,-58.532566,REY22898
-34.393852,-58.522657,REY20927
-34.431401,-58.542521,REY19003
-34.414045,-58.532587,REY22898
-34.393866,-58.522653,REY20927
-34.414065,-58.532607,REY22898
-34.431413,-58.542494,REY19003
-34.39388,-58.52265,REY20927
-34.414086,-58.532629,REY22898
-34.431427,-58.542465,REY19003
-34.393895,-58.522646,REY20927
-34.431441,-58.542436,REY19003
-34.414106,-58.532651,REY22898
-34.393909,-58.522642,REY20927
-34.414126,-58.532673,REY22898
-34.431455,-58.542409,REY19003
-34.393924,-58.522638,REY20927
-34.431468,-58.542381,REY19003
-34.414146,-58.532694,REY22898
-34.393938,-58.522635,REY20927
-34.431481,-58.542355,REY19003
-34.414166,-58.532713,REY22898
-34.393952,-58.522631,REY20927
-34.414187,-58.532733,REY22898
-34.431506,-58.542299,REY19003
-34.393966,-58.522627,REY20927
-34.431519,-58.542271,REY19003
-34.414207,-58.532752,REY22898
-34.393981,-58.522623,REY20927
-34.431532,-58.542243,REY19003
-34.414227,-58.532772,REY22898
-34.393994,-58.522619,REY20927
-34.414247,-58.532793,REY22898
-34.431545,-58.542213,REY19003
-34.394008,-58.522615,REY20927
-34.431556,-58.542186,REY19003
-34.414267,-58.532813,REY22898
-34.394022,-58.522611,REY20927
-34.431567,-58.542157,REY19003
-34.414287,-58.532834,REY22898
-34.394036,-58.522608,REY20927
-34.431577,-58.542127,REY19003
-34.414327,-58.532877,REY22898
-34.39405,-58.522604,REY20927
-34.414346,-58.532899,REY22898
-34.431587,-58.542096,REY19003
-34.394064,-58.522601,REY20927
-34.414366,-58.53292,REY22898
-34.431598,-58.542065,REY19003
-34.39409,-58.522595,REY20927
-34.431606,-58.542033,REY19003
-34.414385,-58.532942,REY22898
-34.394104,-58.522591,REY20927
-34.414405,-58.532963,REY22898
-34.431615,-58.542002,REY19003
-34.394118,-58.522588,REY20927
-34.431621,-58.541971,REY19003
-34.414425,-58.532984,REY22898
-34.394131,-58.522585,REY20927
-34.431626,-58.54194,REY19003
-34.414445,-58.533005,REY22898
-34.394145,-58.522581,REY20927
-34.414465,-58.533026,REY22898
-34.431629,-58.541908,REY19003
-34.394159,-58.522579,REY20927
-34.431632,-58.541874,REY19003
-34.414486,-58.533047,REY22898
-34.394172,-58.522575,REY20927
-34.431636,-58.541839,REY19003
-34.414506,-58.533069,REY22898
-34.394185,-58.522571,REY20927
-34.431638,-58.541806,REY19003
-34.414527,-58.533091,REY22898
-34.394199,-58.522569,REY20927
-34.414548,-58.533111,REY22898
-34.431639,-58.541775,REY19003
-34.394213,-58.522566,REY20927
-34.414569,-58.533132,REY22898
-34.431644,-58.541743,REY19003
-34.394226,-58.522562,REY20927
-34.431647,-58.541677,REY19003
-34.41459,-58.533152,REY22898
-34.39424,-58.52256,REY20927
-34.414611,-58.533172,REY22898
-34.43165,-58.541644,REY19003
-34.394253,-58.522554,REY20927
-34.41463,-58.533193,REY22898
-34.431654,-58.541612,REY19003
-34.394266,-58.522548,REY20927
-34.41467,-58.533233,REY22898
-34.431657,-58.541578,REY19003
-34.394278,-58.52254,REY20927
-34.414691,-58.533255,REY22898
-34.431657,-58.541547,REY19003
-34.39429,-58.522531,REY20927
-34.414712,-58.533277,REY22898
-34.431658,-58.541519,REY19003
-34.3943,-58.522521,REY20927
